timestamp,status,latency,response_time
2023-05-21 15:25:00,down,15.3,271
2023-05-21 15:30:00,down,19.1,298
2023-05-21 15:35:00,up,16.2,244
2023-05-21 15:40:00,down,15.7,339
2023-05-21 15:45:00,up,19.1,343
2023-05-21 15:50:00,up,14.9,286
2023-05-21 15:55:00,up,15.5,243
2023-05-21 16:00:00,down,16.1,279
2023-05-21 16:05:00,down,11.1,348
2023-05-21 16:10:00,up,19.2,201
2023-05-21 16:15:00,down,15.0,354
2023-05-21 16:20:00,up,14.7,373
2023-05-21 16:25:00,down,10.0,268
2023-05-21 16:30:00,up,12.6,377
2023-05-21 16:35:00,down,14.3,276
2023-05-21 16:40:00,up,17.1,317
2023-05-21 16:45:00,down,18.1,308
2023-05-21 16:50:00,down,18.3,222
2023-05-21 16:55:00,up,17.1,279
2023-05-21 17:00:00,up,16.3,342
2023-05-21 17:05:00,down,18.2,340
2023-05-21 17:10:00,up,17.6,326
2023-05-21 17:15:00,up,12.0,360
2023-05-21 17:20:00,up,15.8,342
2023-05-21 17:25:00,up,15.2,283
2023-05-21 17:30:00,up,13.0,284
2023-05-21 17:35:00,down,13.5,313
2023-05-21 17:40:00,down,11.0,247
2023-05-21 17:45:00,up,13.0,315
2023-05-21 17:50:00,down,15.3,253
2023-05-21 17:55:00,down,15.9,297
2023-05-21 18:00:00,up,17.7,202
2023-05-21 18:05:00,up,16.4,287
2023-05-21 18:10:00,up,16.1,326
2023-05-21 18:15:00,down,16.2,294
2023-05-21 18:20:00,up,19.7,210
2023-05-21 18:25:00,down,17.1,304
2023-05-21 18:30:00,up,10.8,276
2023-05-21 18:35:00,up,15.6,279
2023-05-21 18:40:00,down,10.6,241
2023-05-21 18:45:00,down,12.0,309
2023-05-21 18:50:00,down,14.1,214
2023-05-21 18:55:00,up,13.0,288
2023-05-21 19:00:00,up,16.6,311
2023-05-21 19:05:00,down,10.9,344
2023-05-21 19:10:00,up,13.7,227
2023-05-21 19:15:00,down,16.3,349
2023-05-21 19:20:00,down,17.5,325
2023-05-21 19:25:00,down,18.5,212
2023-05-21 19:30:00,down,15.0,371
2023-05-21 19:35:00,up,19.6,354
2023-05-21 19:40:00,up,18.5,398
2023-05-21 19:45:00,up,13.4,381
2023-05-21 19:50:00,down,18.0,259
2023-05-21 19:55:00,down,10.9,247
2023-05-21 20:00:00,up,18.1,356
2023-05-21 20:05:00,up,16.6,395
2023-05-21 20:10:00,down,11.4,350
2023-05-21 20:15:00,up,13.0,306
2023-05-21 20:20:00,down,13.7,255
2023-05-21 20:25:00,down,19.0,293
2023-05-21 20:30:00,down,12.8,218
2023-05-21 20:35:00,down,12.4,232
2023-05-21 20:40:00,up,12.4,225
2023-05-21 20:45:00,up,16.5,270
2023-05-21 20:50:00,down,10.5,295
2023-05-21 20:55:00,down,12.0,379
2023-05-21 21:00:00,up,11.5,243
2023-05-21 21:05:00,down,16.0,215
2023-05-21 21:10:00,up,12.8,322
2023-05-21 21:15:00,down,19.1,360
2023-05-21 21:20:00,down,19.2,274
2023-05-21 21:25:00,down,13.0,391
2023-05-21 21:30:00,down,11.3,201
2023-05-21 21:35:00,up,19.2,317
2023-05-21 21:40:00,down,11.8,243
2023-05-21 21:45:00,up,15.4,335
2023-05-21 21:50:00,down,11.6,336
2023-05-21 21:55:00,down,16.2,342
2023-05-21 22:00:00,down,10.8,281
2023-05-21 22:05:00,down,11.6,321
2023-05-21 22:10:00,down,11.7,345
2023-05-21 22:15:00,up,14.6,369
2023-05-21 22:20:00,down,12.1,385
2023-05-21 22:25:00,down,14.3,205
2023-05-21 22:30:00,up,13.7,239
2023-05-21 22:35:00,down,19.7,221
2023-05-21 22:40:00,up,13.6,381
2023-05-21 22:45:00,up,14.0,327
2023-05-21 22:50:00,down,13.1,292
2023-05-21 22:55:00,up,12.2,236
2023-05-21 23:00:00,up,15.7,358
2023-05-21 23:05:00,up,19.2,377
2023-05-21 23:10:00,up,13.0,283
2023-05-21 23:15:00,up,15.3,300
2023-05-21 23:20:00,up,18.3,331
2023-05-21 23:25:00,up,15.8,201
2023-05-21 23:30:00,up,16.1,337
2023-05-21 23:35:00,up,15.6,215
2023-05-21 23:40:00,up,17.5,305
2023-05-21 23:45:00,down,10.7,303
2023-05-21 23:50:00,down,17.6,353
2023-05-21 23:55:00,down,18.3,264
2023-05-22 00:00:00,down,18.9,285
2023-05-22 00:05:00,up,20.0,238
2023-05-22 00:10:00,down,15.2,383
2023-05-22 00:15:00,up,10.1,315
2023-05-22 00:20:00,up,14.6,286
2023-05-22 00:25:00,up,16.2,239
2023-05-22 00:30:00,up,11.5,361
2023-05-22 00:35:00,down,16.0,334
2023-05-22 00:40:00,down,15.3,222
2023-05-22 00:45:00,up,10.5,358
2023-05-22 00:50:00,down,16.9,309
2023-05-22 00:55:00,up,18.6,255
2023-05-22 01:00:00,up,11.0,260
2023-05-22 01:05:00,up,18.4,376
2023-05-22 01:10:00,up,12.7,378
2023-05-22 01:15:00,up,11.3,350
2023-05-22 01:20:00,down,10.4,344
2023-05-22 01:25:00,down,14.8,292
2023-05-22 01:30:00,down,15.6,247
2023-05-22 01:35:00,up,14.9,244
2023-05-22 01:40:00,down,11.7,227
2023-05-22 01:45:00,down,13.4,320
2023-05-22 01:50:00,up,12.5,238
2023-05-22 01:55:00,up,17.6,355
2023-05-22 02:00:00,down,19.8,359
2023-05-22 02:05:00,down,14.9,270
2023-05-22 02:10:00,up,19.2,328
2023-05-22 02:15:00,down,18.1,392
2023-05-22 02:20:00,down,18.5,368
2023-05-22 02:25:00,down,14.1,257
2023-05-22 02:30:00,up,12.2,384
2023-05-22 02:35:00,up,15.3,373
2023-05-22 02:40:00,down,15.5,350
2023-05-22 02:45:00,down,10.3,235
2023-05-22 02:50:00,up,11.7,371
2023-05-22 02:55:00,down,15.6,252
2023-05-22 03:00:00,down,17.3,210
2023-05-22 03:05:00,down,10.8,386
2023-05-22 03:10:00,down,13.9,208
2023-05-22 03:15:00,up,15.4,320
2023-05-22 03:20:00,up,15.2,249
2023-05-22 03:25:00,up,18.3,253
2023-05-22 03:30:00,up,12.2,201
2023-05-22 03:35:00,up,17.8,266
2023-05-22 03:40:00,up,17.0,218
2023-05-22 03:45:00,down,10.5,384
2023-05-22 03:50:00,down,15.0,303
2023-05-22 03:55:00,down,16.9,321
2023-05-22 04:00:00,up,15.1,290
2023-05-22 04:05:00,down,15.1,322
2023-05-22 04:10:00,up,18.3,286
2023-05-22 04:15:00,down,10.6,371
2023-05-22 04:20:00,up,18.6,285
2023-05-22 04:25:00,up,14.8,392
2023-05-22 04:30:00,down,13.3,266
2023-05-22 04:35:00,up,19.2,292
2023-05-22 04:40:00,up,19.4,353
2023-05-22 04:45:00,up,16.4,389
2023-05-22 04:50:00,up,19.7,231
2023-05-22 04:55:00,up,10.1,279
2023-05-22 05:00:00,up,14.5,263
2023-05-22 05:05:00,up,11.4,221
2023-05-22 05:10:00,up,17.0,263
2023-05-22 05:15:00,down,17.3,255
2023-05-22 05:20:00,down,11.1,263
2023-05-22 05:25:00,down,16.6,288
2023-05-22 05:30:00,down,19.9,266
2023-05-22 05:35:00,down,19.0,256
2023-05-22 05:40:00,up,16.7,348
2023-05-22 05:45:00,down,18.5,299
2023-05-22 05:50:00,down,19.2,263
2023-05-22 05:55:00,down,14.0,243
2023-05-22 06:00:00,down,11.3,312
2023-05-22 06:05:00,down,13.4,360
2023-05-22 06:10:00,up,17.8,265
2023-05-22 06:15:00,down,11.3,350
2023-05-22 06:20:00,down,10.3,396
2023-05-22 06:25:00,up,17.2,212
2023-05-22 06:30:00,up,16.1,251
2023-05-22 06:35:00,down,15.5,349
2023-05-22 06:40:00,up,12.9,318
2023-05-22 06:45:00,down,10.4,219
2023-05-22 06:50:00,down,11.8,398
2023-05-22 06:55:00,down,19.5,323
2023-05-22 07:00:00,down,19.3,211
2023-05-22 07:05:00,down,11.1,306
2023-05-22 07:10:00,down,10.6,400
2023-05-22 07:15:00,up,17.4,388
2023-05-22 07:20:00,down,19.6,321
2023-05-22 07:25:00,up,15.4,226
2023-05-22 07:30:00,down,14.2,357
2023-05-22 07:35:00,up,16.3,382
2023-05-22 07:40:00,down,20.0,259
2023-05-22 07:45:00,up,12.6,239
2023-05-22 07:50:00,down,16.5,346
2023-05-22 07:55:00,up,10.6,205
2023-05-22 08:00:00,up,14.7,354
2023-05-22 08:05:00,down,12.7,376
2023-05-22 08:10:00,down,12.7,303
2023-05-22 08:15:00,up,11.4,296
2023-05-22 08:20:00,up,13.4,264
2023-05-22 08:25:00,down,18.7,238
2023-05-22 08:30:00,down,10.1,247
2023-05-22 08:35:00,down,18.6,268
2023-05-22 08:40:00,down,18.1,275
2023-05-22 08:45:00,down,18.2,376
2023-05-22 08:50:00,up,11.4,334
2023-05-22 08:55:00,down,12.5,225
2023-05-22 09:00:00,down,11.7,363
2023-05-22 09:05:00,up,17.3,323
2023-05-22 09:10:00,up,14.5,217
2023-05-22 09:15:00,up,15.1,238
2023-05-22 09:20:00,down,12.4,216
2023-05-22 09:25:00,up,12.2,238
2023-05-22 09:30:00,up,19.7,235
2023-05-22 09:35:00,down,12.5,228
2023-05-22 09:40:00,up,17.1,312
2023-05-22 09:45:00,down,19.9,371
2023-05-22 09:50:00,up,18.5,261
2023-05-22 09:55:00,up,17.0,358
2023-05-22 10:00:00,up,10.7,339
2023-05-22 10:05:00,up,15.0,395
2023-05-22 10:10:00,down,16.0,314
2023-05-22 10:15:00,up,18.8,247
2023-05-22 10:20:00,down,19.9,246
2023-05-22 10:25:00,down,11.5,345
2023-05-22 10:30:00,up,12.2,310
2023-05-22 10:35:00,up,19.5,291
2023-05-22 10:40:00,down,19.4,382
2023-05-22 10:45:00,down,17.8,341
2023-05-22 10:50:00,down,12.5,213
2023-05-22 10:55:00,down,18.0,211
2023-05-22 11:00:00,up,19.9,344
2023-05-22 11:05:00,up,10.2,335
2023-05-22 11:10:00,down,19.6,335
2023-05-22 11:15:00,down,13.4,322
2023-05-22 11:20:00,up,17.7,362
2023-05-22 11:25:00,down,20.0,383
2023-05-22 11:30:00,down,12.7,309
2023-05-22 11:35:00,up,14.3,363
2023-05-22 11:40:00,down,12.1,359
2023-05-22 11:45:00,up,10.7,284
2023-05-22 11:50:00,down,16.0,290
2023-05-22 11:55:00,up,17.5,211
2023-05-22 12:00:00,down,15.7,384
2023-05-22 12:05:00,up,11.3,244
2023-05-22 12:10:00,up,10.4,286
2023-05-22 12:15:00,down,14.8,265
2023-05-22 12:20:00,down,12.8,286
2023-05-22 12:25:00,up,17.6,394
2023-05-22 12:30:00,up,14.4,359
2023-05-22 12:35:00,up,12.6,259
2023-05-22 12:40:00,up,18.5,208
2023-05-22 12:45:00,down,10.6,349
2023-05-22 12:50:00,down,13.5,313
2023-05-22 12:55:00,up,10.9,351
2023-05-22 13:00:00,up,10.5,254
2023-05-22 13:05:00,down,13.2,223
2023-05-22 13:10:00,down,10.7,322
2023-05-22 13:15:00,down,14.9,334
2023-05-22 13:20:00,down,11.4,220
2023-05-22 13:25:00,down,11.7,312
2023-05-22 13:30:00,down,15.7,298
2023-05-22 13:35:00,down,11.1,356
2023-05-22 13:40:00,up,16.4,244
2023-05-22 13:45:00,down,13.4,223
2023-05-22 13:50:00,down,19.2,296
2023-05-22 13:55:00,up,19.6,246
2023-05-22 14:00:00,down,12.6,223
2023-05-22 14:05:00,down,14.1,230
2023-05-22 14:10:00,down,12.1,249
2023-05-22 14:15:00,down,16.1,377
2023-05-22 14:20:00,down,13.8,257
2023-05-22 14:25:00,down,12.4,270
2023-05-22 14:30:00,down,13.8,354
2023-05-22 14:35:00,down,11.4,366
2023-05-22 14:40:00,down,16.5,203
2023-05-22 14:45:00,down,15.7,387
2023-05-22 14:50:00,down,13.8,254
2023-05-22 14:55:00,down,13.2,359
2023-05-22 15:00:00,down,16.5,257
2023-05-22 15:05:00,down,19.2,315
2023-05-22 15:10:00,down,13.7,246
2023-05-22 15:15:00,down,18.8,231
2023-05-22 15:20:00,up,18.3,255
2023-05-22 15:25:00,down,15.5,246
2023-05-22 15:30:00,up,15.7,270
2023-05-22 15:35:00,down,12.5,309
2023-05-22 15:40:00,up,10.5,222
2023-05-22 15:45:00,down,18.0,278
2023-05-22 15:50:00,down,13.2,310
2023-05-22 15:55:00,up,16.7,340
2023-05-22 16:00:00,up,13.7,370
2023-05-22 16:05:00,up,11.2,270
2023-05-22 16:10:00,down,18.1,247
2023-05-22 16:15:00,up,19.3,241
2023-05-22 16:20:00,up,11.9,206
2023-05-22 16:25:00,down,19.6,258
2023-05-22 16:30:00,up,13.8,359
2023-05-22 16:35:00,down,16.9,275
2023-05-22 16:40:00,up,19.6,279
2023-05-22 16:45:00,down,17.6,259
2023-05-22 16:50:00,up,11.9,329
2023-05-22 16:55:00,up,12.2,209
2023-05-22 17:00:00,down,14.7,210
2023-05-22 17:05:00,down,15.0,299
2023-05-22 17:10:00,down,16.3,305
2023-05-22 17:15:00,down,15.7,339
2023-05-22 17:20:00,down,17.4,287
2023-05-22 17:25:00,up,19.4,278
2023-05-22 17:30:00,down,17.4,318
2023-05-22 17:35:00,down,14.0,353
2023-05-22 17:40:00,up,11.7,357
2023-05-22 17:45:00,down,11.0,326
2023-05-22 17:50:00,down,13.8,390
2023-05-22 17:55:00,down,14.6,362
2023-05-22 18:00:00,down,10.6,367
2023-05-22 18:05:00,down,18.5,329
2023-05-22 18:10:00,down,11.2,253
2023-05-22 18:15:00,down,19.5,397
2023-05-22 18:20:00,down,16.4,293
2023-05-22 18:25:00,down,13.3,344
2023-05-22 18:30:00,down,15.7,242
2023-05-22 18:35:00,up,18.2,254
2023-05-22 18:40:00,up,13.7,398
2023-05-22 18:45:00,down,16.6,229
2023-05-22 18:50:00,up,10.8,274
2023-05-22 18:55:00,down,17.6,227
2023-05-22 19:00:00,down,10.2,293
2023-05-22 19:05:00,down,10.5,205
2023-05-22 19:10:00,up,19.9,335
2023-05-22 19:15:00,down,17.5,400
2023-05-22 19:20:00,down,17.7,251
2023-05-22 19:25:00,down,17.0,273
2023-05-22 19:30:00,down,16.8,263
2023-05-22 19:35:00,up,10.7,260
2023-05-22 19:40:00,up,14.8,306
2023-05-22 19:45:00,down,12.6,365
2023-05-22 19:50:00,down,13.0,240
2023-05-22 19:55:00,up,15.6,237
2023-05-22 20:00:00,down,16.4,297
2023-05-22 20:05:00,up,16.5,353
2023-05-22 20:10:00,up,10.4,312
2023-05-22 20:15:00,down,14.6,340
2023-05-22 20:20:00,down,10.2,207
2023-05-22 20:25:00,up,19.6,262
2023-05-22 20:30:00,up,12.3,305
2023-05-22 20:35:00,down,19.3,374
2023-05-22 20:40:00,up,16.6,222
2023-05-22 20:45:00,up,12.2,382
2023-05-22 20:50:00,down,17.0,312
2023-05-22 20:55:00,up,12.7,380
